ORIGINAL TEXT	TRANSLATION
Eivormige kruik met flessenhals in de vorm van een hoofd	Ovoid jar with bottle neck in the shape of a head
Ring met vijf verschillende edelstenen (kwartsen) in kogelvorm die kunnen worden gewisseld in verpakking van karton waarvan het deksel ontbreekt.	Ring with five different gemstones (quartz) in the shape of a bullet that can be changed into cardboard packaging of which the lid is missing.  
Hanger, bruidsgeschenk, van goud, email, parels en diamanten. In het midden een grote diamant waar omheen twee handen.	Pendant, bridal gift, of gold, enamel, pearls and diamonds. In the centre a large diamond surrounded by two hands.
hennep	hemp
Op Nova Zembla zijn verschillende losse schoenen teruggevonden. De schoenen waren duidelijk niet berekend op strenge vorst. De overwinteraars verruilden ze al snel voor zelfgemaakte exemplaren van vossenbont.	Several loose shoes were recovered on Nova Zembla. The shoes were clearly not designed for severe frost. The winterers soon exchanged them for homemade ones made of fox fur.
Vergulde ovale doos van koper in de vorm van een mand, waarin naaigerij. Een schaartje, een vingerhoedje, twee naalden en een kokertje bevestigd op bruin fluweel.	Gilt oval box of copper in the shape of a basket, containing a sewing kit. A pair of scissors, a thimble, two needles and a case mounted on brown velvet.
Geografische Referentie >  Azië >  Nabije en Midden Oosten	Geographical Reference> Asia> Near and Middle East
Geografische Referentie >  Europa >  West-Europa >  Frankrijk >  Overzeese regio's >  Frans Polynesië >  Marquesas (eilandengroep)	Geographical Reference> Europe> Western Europe> France> Overseas regions> French Polynesia> Marquesas (island group)
Geografische Referentie >  Azië >  Zuidoost Azië >  Vietnam >  Noord-Vietnam (regio) >  Noordcentrale kust (regio) >  Thanh Hoa (provincie) >  Hoang Hoa (district)	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> North Central Coast (region)> Thanh Hoa (province)> Hoang Hoa (district)
Geografische Referentie >  Azië >  Nabije en Midden Oosten >  Iran	Geographical Reference> Asia> Near and Middle East> Iran
Object: De Pannemaecker, A.[verzameling], Gent.	Object: The Pannemaecker, A. [collection], Ghent.
Object: Openbaar Centrum voor Maatschappelijk Welzijn, Brugge.	Object: Public Centre for Social Welfare, Bruges.
Object: Koninklijke Musea voor Schone Kunsten van Belgie, Brussel.	Object: Royal Museums for Fine Arts of Belgium, Brussels.
"Voetbalinterland in stadion Amsterdam. Medium shot muur tussen tweew vlaggen met tekst ""STADION'op die muur, erop een rij zittende mannen met hun rug naar de camera 25"". Medium shot muziekkorps in uniform, volle tribune op achtergrond 9"". Demonstratie drie man hoogspringen over lat 14"". Spelers komen uit poort tussen haag van junioren het veld op en presenteren zich: eerst Belgisch elftal 30"", dan Nederlands elftal 30"". Medium shot voorzitters (?) op het veld 8"". Tossen door scheidsrechter en twee aanvoerders 10"". Cu scheidsrechter in jasje en pet 7"". Spelfragment, camera achter doel België 2'14"". Idem achter Nederlands doel 18"". De scheidsrechter is de Fransman Fourgous."	"Football Interland in stadium Amsterdam. Medium shot wall between two flags with text ‘STADION’ on that wall, on a row of seated men with their back to the camera 25. ‘Medium shot music corps in uniform, full grandstand in background 9.’ Demonstration three men high jumping over lat 14. ‘Players come from gate between hedge of juniors onto the field and present themselves: first Belgian team 30,’ then Dutch team 30. ‘Medium shot chairmen (?) on the field 8.’ Tossen by referee and two captains 10. ‘Cu referee in jacket and cap 7.’ Game fragment, camera behind goal Belgium 2 '14. Ibehind Dutch goal 18. ""The referee is the Frenchman Fourggg."
vliegtuigen	airplanes
sportverenigingen	sports clubs
Japanse propagandafilm (1941-1945). Japans bioscoopjournaal met commentaar in de Bahasa Indonesia met 5 items: Plechtige herdenking volgens Japans ritueel van de op 14 februari 1942 bij de landing op Palembang gesneuvelden, Optreden van een Japans strijkorkest dat een xylofonist begeleidt, Massale aanhankelijkheidsbetoging in Sjanghai met het Japanse streven naar een Groot Oost-Azië, Vlucht (vermoedelijk verkenningsvlucht) van Japanse Betty-bommenwerpers vanaf de basis Rabaul naar de eilanden van de Solomons-archipel (noot 4), Operaties van Japanse vliegkampschepen in de Indische Oceaan (noot 5).	Japanese propaganda film (1941-1945). Japanese cinema newsreel with commentary in the Bahasa Indonesia with 5 items: Solemn commemoration according to Japanese ritual of the fallen on 14 February 1942 when landing at Palembang, Performance of a Japanese warring orchestra accompanying a xylofonist, Massive admonition demonstration in Shanghai with the Japanese pursuit of a Great East Asia, Flight (presumably reconnaissance flight) of Japanese Betty bombers from the base Rabaul to the islands of the Solomons archipelago (Note 4), Operations of Japanese aircrew in the Indian Ocean (5).
Eerste acte van de oorspronkelijke, ongemonteerde film die de Duitse Joden Breslauer en Jordan in 1944 gemaakt hebben van het leven in Kamp Westerbork, in opdracht van de Duitse kampcommandant Gemmeker. De film geeft een unieke kijk op het dagelijks leven in een concentratiekamp. Dit deel bevat de 'beroemde' opname  van het zigeunermeisje Settela, staand in de opening van een treinwagon. De Westerbork-film is genomineerd voor het UNESCO Memory of the World Register voor documentair erfgoed.  Let op: sommige beelden kunnen als schokkend worden ervaren.	First act of the original, unedited film made by the German Jews Breslauer and Jordan in 1944 of the life in Camp Westerbork, commissioned by the German camp commander Gemmeker. The film gives a unique view of daily life in a concentration camp. This part contains the ‘famous’ recording of the gypsy girl Settela, standing in the opening of a railway wagon. The Westerbork film is nominated for the UNESCO Memory of the World Register for documentary heritage. Note: some images can be perceived as shocking.
houtskool	charcoal
tin	tin
Spoorwegramp	Railway disaster
Haarversiering	Hair ornament
"Impressie van de loterij die werd georganiseerd ten bate van de bouw van het verpleeg- en verzorgingstehuis De Joodse Invalide in Amsterdam. Shots: int. (onduidelijk, met koffers) en ext. Amsterdams grachtenpand; groep joodse mannen (bestuur, organisatoren ?) luistert naar uitleg man (ook cu) + pan langs gezelschap waaronder J. Davids (cu pratend 13"") en Harry Elte, architect van het gebouw (in midden gezelschap 15""); overzichtsshots De Joodse Invalide in aanbouw met groepje mannen 16""; verkopen loterijbriefjes op straat door oa vrouw + uitreiken en afhalen prijzen bij de plaatselijke middenstand; zeer veel handen worden geschud; drukke opnamen in de jodenbuurt (ook te zien in de massa mensen: rabbijn de Hond, stichter van het tehuis), cu's van mr. Stom, directeur van Krasnapolsky (14"" va 05:51), en van Piet Laenhouts (4"" va 05:11) in auto, omstuwd door mensen."	"Impression of the lottery that was organised for the benefit of the construction of the nursing and nursing home De Jewish Invalide in Amsterdam. Shots: int. (unclear, with cases) and ext. Amsterdam canal house; group of Jewish men (board, organisers?) listen to explanations man (also cu) + pan along company including J. Davids (cu pratend 13 ‘) and Harry Elte, architect of the building (in the middle company 15’); overview shots The Jewish Invalide under construction with group of men 16 ‘; sell lottery tickets on the street by a.o. women + deliver and fetch prizes at the local middle ground; very many hands are shaken; busy shots in the neighborhood (also seen in the mass of people: rabbi de Hond, founder of the house), cu's of mr. Stom, director of Krasnapolsky (14’ va 05: 51), and of Piet Laenhouts (4 ""Laenhouts 05: 11) in car, pushed by people."
"Stadion Amsterdam. Medium shot opkomst Belgisch elftal en presentatie voor spelersingang, volle tribunes op achtergrond 30"". Idem Nedederlands elftal 28"". Medium shot aanvoerder België overhandigt bloemen aan Nederlandse aanvoerder, scheidsrechter legt tossen uit, België mag kiezen 22"". Aftrap en spelfragm., camera achter Belgisch doel 23"". Div. spelfragment, totaalshot, camera hoog standpunt, rust en tweede helft 2'54"". Cu's van de Nederlandse spelers, ieder ca. 5"", waarbij ze soms iets zeggen in de camera 45"". Uitslag 1-1. Scheidsrechter Albihn uit Zweden."	"Stadium Amsterdam. Medium shot attendance Belgian team and presentation for spelersingang, full stands in background 30. ‘Idem Dutch team 28.’ Medium shot captain Belgium hands over flowers to Dutch captain, referee explains tosses, Belgium may choose 22. ‘kickoff and game fragm., camera behind Belgian goal 23.’ Several game fragment, total shot, camera high point, rest and second half 2 '54. ‘Cu's of Dutch players, each ca. 5,’ sometimes saying something in camera 45. ""Results 1-1. Referee Albihn from Sweden."
Film van Herman van der Horst over de wederopbouw van het stadscentrum van Rotterdam na de Tweede Wereldoorlog. Eerste acte van 'Houen zo'. In dit deel beelden van de nog bestaande ruïne van de Sint Laurenskerk, symbool van de verwoestigen, terwijl de meeste andere puinhopen verwijderd zijn en aan de Coolsingel de herbouw op gang gekomen is, oa. van de Bijenkorf. Verder beelden van het weer drukker wordend verkeer bij de Willemsbrug (verkeersagent) en de activiteiten van vracht- en sleepboten in de havens. Ook kleine dingen in de stad krijgen de aandacht, zoals een duivenmelker.	Film by Herman van der Horst about the reconstruction of the city centre of Rotterdam after the Second World War. First act of ‘Houen zo’. In this part footage of the still existing ruin of the St. Laurenskerk, symbol of the destruction, while most other rubble heaps have been removed and on the Coolsingel the rebuilding has started, a.o. from the Bijenkorf. Also footage of the traffic that is busier at the Willemsbrug (traffic agent) and the activities of cargo and tugboats in the harbours. Small things in the city also receive attention, such as a pigeon-fancier.
"- Scheepvaartverkeer op de Nieuwe Maas: oa aken en stoomsleepboten varen onder spoorbrug door 1'36"";  - Het laden van manden 13""; vertrek stoomboot van de Batavierenlijn naar Engeland, (oa wuivende passagiers aan dek 40"") totaal 56""; de St. Jobshaven: ext. pand ""St. Job"" met grote elektrische dakkranen, 23"";  - cu hijskraan 16""; overladen van graan in scheepsruim 56""; hoog shot bedrijvigheid op scheepsdek;  - drie arbeiders in scheepsruim lossen maïs 35""; hoog shot haven 20""; Binnenhaven: het lossen van ijzeraarde 1'19"";  - Maashaven met Thomsen's Havenbedrijf: oa grote verplaatsbare elektrische laadbruggen 54""; grijpers lossen scheepsruimen, totaal 31"";  - Stoomvaartmaatschappij Holland-Amerikalijn: bedrijvigheid tijdens het laden en lossen van de ""Rotterdam"" 25""; groepje landverhuizers betreedt gebouwtje met opschrift ""Kaplica en Kapelle"" en poseert 1'05"";"	"- Shipping traffic on the Nieuwe Maas: a.o. barges and steamboats sail under railway bridge through 1 ‘36 “; - loading baskets 13”; leaving steamboat from the Bataviers line to England, (a.o. waving passengers on deck 40 “) total 56”; the St. Jobshaven: ext. building “St. Job” with large electric roof cranes, 23 “; - cu hijskrane 16”; transhipment of grain in ship hold 56 “; high shot of business on ship deck; - three workers in ship hold unloading maize 35”; shot high harbour 20 ""; Inland harbour: unloading of iron earth 1’ 19‘; - Maashaven with Thomsen's Haven company: a.o. large movable electric loading bridges 54’; grappers unload ships, total 31‘; - Stoomvaart company Holland-kalijn: business while loading and unloading the’Rotterdam‘25’; group of landmoving boats with inscription‘en Kapelle’and poses 1 '05"";"
"Eerste deel van zesdelige documentaire film over de universitaire wereld van Utrecht. In dit deel maakt een Oud-Alumnus (oud-student), thans heer van middelbare leeftijd, een wandeling door Utrecht, over besneeuwde straten langs grachten, ziet gebouwen van instellingen en komt terecht bij de Sterrenwacht, waar gesprekspartner conversatie moet afbreken voor waarneming van uitbarsting op de zon. Dame met kat in boodschappentas op zoek naar kliniek voor haar huisdier, komt via Veterinaire Faculteit voor grote dieren (paarden) en laboratorium voor ""kleine dieren"" (microscopisch onderzoek van bacteriën) bij het gezochte instituut."	First part of a six-part documentary film about the university world of Utrecht. In this part an Old Alumnus (former student), now middle-aged gentleman, walks through Utrecht, over snowed streets along canals, sees buildings of institutions and ends up at de Sterrenwacht, where conversant has to break conversation for perception of eruption on the sun. Lady with cat in grocery bag looking for clinic for her pet, comes via Veterinary Faculty for large animals (horses) and laboratory for ‘small animals’ (microscopic examination of bacteria) at the institute sought.
Horloge in de vorm van een boek	Watch in the shape of a book
metaaldraad	metal thread
Heulstraat	Heulstraat
wandelen	walking
Tweede acte van een film over het reddingswezen van de NZHRM aan de Hollandse Noordzeekust. In dit deel de reddingsdiensten van Den Helder en Terschelling in actie met hun motorreddingsboten 'Dorus Rijkers', resp. 'Nicolaas Marius'. Men ziet de redders thuis in hun woning in het kustplaatsje, de vuurtorenwachter die bij naderende storm een noodsein opvangt, het met een rupsvoertuig naar het strand rijden van de reddingsboot op Terschelling. Tevens ziet men een geënsceneerde, spectaculaire opname van de redding van schipbreukelingen van een gekapseisd vrachtschip.	Second act of a film about the rescue of the NZHRM on the Dutch North Sea coast. In this part the rescue services of Den Helder and Terschelling in action with their motor lifeboats‘Dorus Rijkers’, respectively. ‘Nicolaas Marius’. The rescuers are seen at home in their residence in the coastal town, the lighthouse guardian who receives an emergency signal in an approaching storm, driving the lifeboat on Terschelling with a catered vehicle to the beach. Also a staged, spectacular shot of the rescue of shipwrecked cargo ships.
Opgraving: Griffith 1910	Excavation: Griffith 1910
Weeknummer 73-42	Week number 73-42
Midden-Europa	Central Europe
Weeknummer 61-11	Week number 61-11
00:15 Pan over de Amstel, de Magere Brug. 00:30 Verschillende bruggen en grachten. 01:41 De Stadsbank van Lening. 02:01 Het huis op de drie grachten, gezien vanaf de Oudezijds Achterburgwal; 02:22 Het kolkje. 02:31 Ons Lieve Heer op Solder. 03:03 Verschillende gevels. 03:24 De Schreierstoren. 03:48 De Montelbaanstoren. 04:21 De Gooyer(?), de enige overgebleven molen van de molens die vroeger op de stadsmuren stonden. 04:45 De Westertoren, oa gezien vanaf de Rozengracht en de Bloemstraat. 05:18 Bickerseiland. 05:54 Nieuwmarkt en de Waag, de gildekamer van de chirurgijnen. 06:29 De Agnietenkapel. 06:40 De Koepelkerk. 07:18 Bedrijvigheid op de grachten.	00: 15 Pan over the Amstel, the Magere Brug. 00: 30 Different bridges and canals. 01: 41 The City Bank of Lening. 02: 01 The house on the three canals, seen from the Oudede Achterburgwal; 02: 22 The flask. 02: 31 Our Lord on Solder. 03: 03 Different facades. 03: 24 The Schreierstoren. 03: 48 The Montelover storen. 04: 21 De Gooyer (?), the only remaining mill of the mills that used to be on the city walls. 04: 45 The Westertoren, a.o. seen from the Rozengracht and the Bloemstraat. 05: 18 Bickerseiland. 05: 54 Nieuwmarkt and the Waag, the surgery room of the mines. 06: 29 De Agstapenkapel. 06: 40 The Koepelkerk. 07: 18 Company on the canals.
"Cu van alle spelers van het Nederlandse elftal, resp.: Van Linge (Be Quick), Krom (RCH), M.C. Sigmond (DFC), Hulsman (Go Ahead), Harry Denis (HBS), B. Groosjohan (VOC), J. de Boer jr. (Ajax), Bulder, De Haas (Be Quick), Van Son (Willem II), Verlegh (NAC), H. Tetzner (Be Quick), 63"". Presentatie Nederlands elftal op veld, volle tribunes op achtergrond 15"". Div. shots (4) van spelers en supporters op rondvaartboot in Noordzeekanaal (?) 23"". Div. spelfragmenten, volle tribunes 60"""	"Cu of all the players of the Dutch team, resp: Van Linge (Be Quick), Krom (RCH), M.C. Sigmond (DFC), Hulsman (Go Ahead), Harry Denis (HBS), B. Groosjohan (VOC), J. de Boer jr. (Ajax), Bulder, De Haas (Be Quick), Van Son (Willem II), Verlegh (NAC), H. Tetzner (Be Quick), 63 ‘Presentation of the Dutch team on field, full stands in background 15.’ Div. shots (4) of players and supporters on a round boat in the North Sea Canal (?) 23. Several game fragments, full stands 60 """
Minister-president V.G.M. Marijnen en zijn echtgenote worden in de vergaderzaal van de Surinaamse Ministerraad verwelkomd door minister-president Johan Adolf Pengel. Marijnen bezoekt de Afobaka-stuwdam en de waterkrachtcentrale in Brokopondo. Vervolgens bezoekt hij Klaaskreek, een dorp dat is gebouwd voor mensen die hun dorp door het stijgen van het Brokopondomeer hebben moeten verlaten. Met aan iedere arm een vrouw loopt Marijnen het dorp binnen, waar traditionele dansen voor hem en zijn vrouw worden opgevoerd.	Prime Minister V.G.M. Marijnen and his wife are welcomed in the assembly hall of the Surinamese Council of Ministers by Prime Minister Johan Adolf Pengel. Marijnen visits the Afobaka Dam and the hydroelectric power plant in Brokopondo. Then he visits Klaaskreek, a village built for people who have had to leave their village because of the rise of the Brokopondomer. With each arm a woman walks into the village, where traditional dances are performed for him and his wife.
Japanse propagandafilm (1941-1945). Nieuwsfilm, vervaardigd door Japanse propagandadienst, behandeld diverse onderwerpen. O.a. Viering van de verjaardag van de Japanse Keizer te Tokio, Aanval op Pearl Harbor, Aanval op en overgave van Singapore, Toespraken van Generaal Yamamoto en Ir. Soekarno te Batavia, In gebruikneming van een school, een brug en een voetbalveld, Parade van Indonesische jongeren.	Japanese propaganda film (1941-1945). Newsfilm, made by Japanese propaganda service, covered various subjects. The celebration of the anniversary of the Japanese Emperor in Tokyo, attack on Pearl Harbor, attack on and surrender of Singapore, the speeches of General Yamamoto and Ir. Soekarno in Batavia, in use of a school, a bridge and a football field, Parade of Indonesian youth.
02.22 17 juni 1921 des morgens. Het voorrijden van 2 hofauto's voor paleis Huis ten Bosch voor een bezoek van de Japanse prinsen in gezelschap van prins Hendrik 02.30 Prinsen stappen uit bij het paleis (noot 3) 02.41 Vorstelijke gasten op de trappen en het bordes van het paleis 03.05 Vorstelijke gasten verlaten het paleis 03.06 Achter prins Hendrik de Eerste Stalmeester van de koningin, C.A. Baron Bentinck in uniform met platte pet en de adjudant van prins Hendrik, Jhr. W. Laman Trip 03.11 Japanse prinsen en gevolg verlaten het paleis 03.30 Aankomst van de Japanse prinsen en prins Hendrik bij het Vredespaleis 03.45 Vertrek van de vorstelijke personen per auto 03.53 Auto's rijden weg door de voortuin van het Vredespaleis 04.10 EINDE	02.22 17 June 1921 des morgens. The advance of 2 court cars for Palace Huis ten Bosch for a visit by the Japanese princes in the company of Prince Hendrik 02.30 Princes take off at the palace (Note 3) 02.41 Western guests on the stairs and the signs of the palace 03.05 Western guests leave the palace 03.06 Behind Prince Hendrik the First Stalmeester of the queen, C.A. Baron Bentinck in a flat cap uniform and the adjutant of Prince Henry, Jhr. W. Laman Trip 03.11 Japanese princes and as a result the palace 03.30 Arrival of the Japanese princes and prince at the Peace Palace 03.45 Departure of the princes by car 03.53 Auto's drive away through the front garden of the palace 04.10 FIND
schilderdoek	painting canvas
aartsbisschop	archbishop
Korte NSB-propagandaspeelfilm waarin heer des huizes een piano ontvangt, waarin zich clandestien vlees zou bevinden. Zijn (NSB-)zoon wordt bezig gehouden met het tellen van petten van voorbijgangers. De piano bevat echter bakstenen en een paardepoot, terwijl de zoon zijn beloning (1 gulden voor elke pet) fors kan incasseren als een afdeling W.A. voorbij marcheert. Doel van de film is de geallieerden, en hen die geloven in een spoedige bevrijding, in diskrediet te brengen.	Short NSB propaganda speel film in which Mr. des huizes receives a piano, in which there would be clandestine meat. His (NSB-) son is kept busy counting pets from passersby. However, the piano contains bricks and a horse leg, while the son can collect his reward (1 guilder for each cap) considerably if a department of W.A. marches past. The objective of the film is to discredit the Allies, and those who believe in an early liberation.
De scheepvaart in Nederland is stil komen te liggen door de blokkade-acties van de binnenvaartschippers, die op de belangrijkste waterwegen met hun schepen een dam opwerpen. Zij protesteren hiermee tegen de plannen van staatssecretaris Van Hulten om de zgn. Evenredige Vrachtverdeling te laten verdwijnen. De Evenredige Vrachtverdeling werkt via de Schippersbeurzen waarbij iedere schipper bij toerbeurt een daar aangemelde vracht krijgt toegewezen. SHOTS: diverse vrachtschepen blokkeren bij Velsen doorgang op Noordzeekanaal; schippers op de boten en spandoeken als 'Van Hulte blijf af van onze E.V.' en 'Van Hulten moet vertrekken voor dat wij verrekken'; luchtshot Koningshaven Rotterdam met vrachtschepen die doorgang blokkeren; zeeschepen buitengaats; luchtshot blokkade Nieuwe Waterweg bij Maassluis; schippers op dek van vrachtschip. ARCHIEFMATERIAAL: schippersbeurs met schippers en verdeling vracht.	The shipping industry in the Netherlands has come to a halt because of the blockade actions of the inland waterway sailors, who raise a dam on the main waterways with their ships. They are thus protesting against the plans of Secretary of State Van Hulten to get the so-called Proportional Freight Sharing gone. The Proportional Freight Sharing works through the Schippers‘Exchanges with each skipper being allocated a cargo notified there in turn. SHOTS: several cargo ships block at Velsen's passage on the North Sea; skippers on the boats and banners like’Van Hulte te af de f van E.V.‘en’Van Hulten must leave for us to set off'; air shot Koningshaven Rotterdam with cargo ships blocking the passage; seagoing barges barges; air shot of blockages Nieuwe Waterweg near Maassluis; shippers on deck of cargo ship. ARCHIEFMATERIAL: ship exchange with shippers and cargo sharing.
Wielerwedstrijd op de weg rondom de Haarlemmermeer, als voorwedstrijd voor het Nederlands kampioenschap. - startschot in Haarlemmermeer door de burgemeester mr. W.A. Slob; - div. shots van de rijders door het landschap van de Haarlemmermeer polder, camera meerijdend; - controlepost, waar de rijders een stempel op de rug krijgen; - mediumshot publiek bij de finish, waaronder met pijp en alpinopet Th.C.P.M. Kolfschoten, burgemeester van Edam en voorzitter van de Nederlandse Wielerbond; - onder de renners in het kopgroepje moeten rijden: L. Buis, J. Heck, John Stol en Jac Brunt. Winnaar wordt L. Buis.	Cycling contest on the road around the Haarlemmermeer, as a preliminary match for the Dutch championship. - starting shot in Haarlemmermeer by the mayor mr. W.A. Slob; - several shots of the riders through the landscape of the Haarlemmermeer polder, camera running; - checkpoint, where the riders get a stamp on their backs; - medium shot audience at the finish, including with pipe and alpinopet Th.C.P.M. Kolfschoten, mayor of Edam and chairman of the Dutch Wielerbond; - among the riders have to drive in the cup: L. Buis, J. Heck, John Stol and Jac Brunt. Wintowards becomes L. Buis.
In het commissariaat voor Surinaamse zaken te Den Haag ontvangt dr. R.H. Pos, gevolmachtigd minister voor Suriname in Nederland, dr. Jules Sedney, minister van Financiën van Suriname, en ir. Frank Essed, minister van Opbouw van Suriname, oa ivm de uitvoering van het Brokopondo-project. In Brokopondo wordt gewerkt aan het begin van de uitvoering van het Brokopondo-project, met oa een maquette van de stuwdam. Per trein wordt materiaal voor de werkzaamheden aangevoerd en indianen verkennen met kapmessen het werkterrein. Bulldozers maken vervolgens een weg van de spoorlijn naar Brokopondo, waarlangs het aangevoerde zware materiaal wordt vervoerd. Z.E. van Tilburg, gouverneur van Suriname, en A.B. Speekenbrink, gouverneur van de Nederlandse Antillen, zijn in Brokopondo aanwezig als het transport aankomt.	In the Commissariat for Surinamese affairs in The Hague, dr. R.H. Pos, Minister Plenipotentiary for Suriname in the Netherlands, dr. Jules Sedney, Minister of Finance of Suriname, and ir. Frank Essed, Minister of Construction of Suriname, a.o. the implementation of the Brokopondo project. Brokopondo works at the beginning of the implementation of the Brokopondo project, with a.o. a maquette of the dam. Material for the work is transported by train and Indians explore the work area with knives. Bulldozers then make a way of the railway to Brokopondo, through which the heavy material is transported. Z.E. van Tilburg, Governor of Suriname, and A.B. Speekenbrink, Governor of the Netherlands Antilles, are present in Brokopondo when the transport arrives.
Japanse propagandafilm (1941-1945). Deze film geeft beelden van een plechtige onthulling van een monument voor de gevallenen door Japanse militairen in het bijzijn van Australische krijgsgevangenen, bijeenkomsten van Indonesische jongeren te Djakarta en op Celebes onder Japanse leiding, een zwemwedstrijd voor Indonesische meisjes in Manggarai, zeilinstructie voor Heiho's en het bezoek van Veldmaarschalk Terauchi aan Java.	Japanese propaganda film (1941-1945). This film shows footage of a solemn unveiling of a monument to the fallen by Japanese soldiers in the presence of Australian prisoners of war, meetings of Indonesian youth in Djakarta and on Celebes under Japanese leadership, a swimming contest for Indonesian girls in Manggarai, sailing instruction for Heiho's and the visit of Veldmaarschalk Terauchi to Java.
In Tiel is de 50.000e woning na de Tweede Wereldoorlog woning gereed gekomen. De minister van Wederopbouw en Volkshuisvesting, mr. J. in 't Veld, onthult in gezelschap van zijn voorganger, L. Neher, en oud-minister van Openbare Werken en Wederopbouw, dr. ir. J.A. Ringers, een gedenkplaat op de gevel van deze woning. Tevens wordt aandacht besteed aan het fenomeen van de zgn. duplexwoningen: eensgezinswoningen die zo worden gebouwd dat ze (tijdelijk voor de duur van de woningnood) door twee kleine gezinnen kunnen worden bewoond.  SHOTS:  - stadsshots en straatshots Tiel; puinhopen uit de oorlog nog volop in het straatbeeld aanwezig;  - onthulling gedenkplaat;  - bouwvakkers aan het werk in nieuwbouwwijken;  - ext. en int. (huiskamer, slaapkamer, keuken) duplexwoningen.	The 50.000th residence was finished in Tiel after the Second World War. The Minister of Reconstruction and Housing, mr. J. in 't Veld, unveils in the company of his predecessor, L. Neher, and former Minister of Public Works and Reconstruction, dr. ir. J.A. Ringers, a memorial plaque on the facade of this house. Attention is also paid to the phenomenon of the so-called duplex houses: single-family houses that can be occupied (temporarily for the duration of the housing emergency) by two small families. SHOTS: - city shots and street shots Tiel; rubble from the war is still present in the street scene; - unveiling memorial plaque; - construction workers at the work in new building areas; - ext. and int. (bedroom, bedroom, kitchen) duplex houses.
Japanse propagandafilm (1941-1945). Voor de bevolking. Filmreportage tevens propagandafilm over de werving van Javaanse arbeidskrachten t.b.v. de Japanse oorlogsinspanning. Hoewel de aanmelding geheel vrijwillig leek, kon men toch spreken van ronselen omdat er grote druk werd uitgeoefend op de plaatselijke besturen om de bevolking voor dit doel te mobiliseren. Het lot van deze romusha's bleek uiteindelijk ellendig te zijn, dikwijls erger dan van de krijgsgevangenen. Door de Japanners veelal aan hun lot overgelaten, vielen zij ten offer aan honger en ziekten en werden, zo zij nog leefden in uitgemergelde toestand door de bevrijders aangetroffen. Men ziet de inlanders vertrekken uit de kampong en in Semarang aan boord van een schip gaan.	Japanese propaganda film (1941-1945). For the population. Film report also propaganda film about the recruitment of Javanese labour for the Japanese war effort. Although the application seemed entirely voluntary, one could nevertheless speak of recruiting because there was great pressure on the local authorities to mobilize the population for this purpose. The fate of these romushas ultimately proved to be miserable, often worse than the prisoners of war. The Japanese mostly left to their fate, they fell to hunger and disease and, if they were still alive in exuberant condition, they were found to be sacrificed by the liberators. The inhabitants are seen to leave the camp and board a ship in Semarang.
Minister H.W. van Doorn van CRM stelt het nieuwe dienstencentrum 't Karregat in de wijk Herzenbroeken te Eindhoven in gebruik. Het centum bevat oa een bibliotheek, kleuter- en basisscholen, een supermarkt, winkels, een snackbar, ruimtes voor kruisverenigingen, een groepspraktijk voor huisartsen, maatschappelijk werk, een consultatiekantoor, een crèche, een sportzaal en een algemene ontmoetingsruimte.	Minister H.W. van Doorn from CRM opens the new community service centre 't Karregat in the district of Herzenbroeken in Eindhoven. The centre contains a.o. a library, nursery and primary schools, a supermarket, shops, a cafeteria, spaces for public health education and treatment, a group practice for general practitioners, social work, a consultancy office, a crèche, a gymnasium and a general meeting room.
"Verslag sportfeest Koninklijke Militaire Sportvereniging. Nederlandse en buitenlandse officieren nemen deel aan een zware hindernisrit te paard van Maartensdijk tot Amersfoort. Shots (ook cu) van de Minister van Oorlog Van Dijk in gesprek met Franse en Belgische officieren 29""; Cu generaal Muller Massis, commandant van het Veldleger 11""; Meerdere beelden militaire ruiters tijdens de tocht in galop over de velden, langs landwegen en door sloten. Groepjes gegoede belangstellenden volgen de ruiters + beelden picknick langs de kant. Ook cu picknickmand 19"". Vervolg tocht en poseren bij de finish door Franse militairen, luitenant-generaal Ridder van Rappard, commandant van de vierde Divisie met een zeer camerabewuste dame 11"" en de secretaris van de Nederlandse Jachtvereniging Westerouen van Meeteren 10""."	"Report on sports party Koninklijke Militaire Sportvereniging. Dutch and foreign officers take part in a heavy obstacle ride on horseback from Maartensdijk to Amersfoort. Shots (also cu) of the Minister of War Van Dijk in conversation with French and Belgian officers 29 ‘; Cu General Muller Massis, commander of the Veldrit 11’; Multiple footage of military horsemen during the trip in gallop across the fields, along country roads and through locks. Groups of well-to-do interested people follow the horsemen + footage picnic along the side. Also cu picnic basket 19. ‘Continue and pose at the finish by French soldiers, lieutenant general Ridder van Rappard, commander of the fourth Division with a very cameraconscious d11’ and the secretary of the Dutch Hunting Association Westerouen van Meeteren 10. """
